Name,Location,Website,Tuition,Acceptance Rate,Student-Faculty Ratio,Description,School Type,Largest Program
State University of New York at Cortland,"Miller Building, Cortland, New York 13045-0900",www2.cortland.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Public",-
State University of New York at New Paltz,"1 Hawk Drive, New Paltz, New York 12561-2443",www.newpaltz.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Public",-
State University of New York at Oswego,"7060 State Route 104, Oswego, New York 13126",https://www.oswego.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Public",-
Stony Brook University,"Stony Brook, NY",https://www.collegexpress.com/college/stony-brook-university/1100134/details/,"$7,070",48%,18:1,"Stony Brook University, State University of New York, founded in 1957, is a public research university. Its 1,040-acre campus is located on the North Shore of Long Island, 60 miles east of New York City","4-year, Public",-
Studio Jewelers,"32 E 31 St, New York, New York 10016-4112",www.studiojewelersltd.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Private for-profit",Jewelry Arts
"Studio Jewelers, Ltd.","New York, NY",https://www.collegexpress.com/college/studio-jewelers-ltd/3303335/details/,Information Unavailable,Information Unavailable,Information Unavailable,"Studio Jewelers, Ltd. founded in 1979, is a jewelry trade school, located in New York.",Information Unavailable,Information Unavailable
Suffolk County Community College,"533 College Rd, Selden, New York 11784-2899",https://www.sunysuffolk.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Public",-
Suffolk County Community College—Ammerman Campus,"Selden, NY",https://www.collegexpress.com/college/suffolk-county-community-college-ammerman-campus/3300999/details/,"$5,470",Information Unavailable,Information Unavailable,"Suffolk County Community College is a public two-year institution with three campuses in Selden, Brentwood, and Riverhead, New York.",Information Unavailable,Information Unavailable
Suffolk County Community College—Eastern Campus,"Riverhead, NY",https://www.collegexpress.com/college/suffolk-county-community-college-eastern-campus/3303910/details/,"$5,220",Information Unavailable,Information Unavailable,"Suffolk County Community College is a public two-year institution with three campuses in Riverhead,  Brentwood, and Selden, New York.",Information Unavailable,Information Unavailable
Suffolk County Community College—Grant Campus,"Brentwood, NY",https://www.collegexpress.com/college/suffolk-county-community-college-grant-campus/3303909/details/,"$5,220",Information Unavailable,Information Unavailable,"Suffolk County Community College is a public two-year institution with three campuses in Brentwood, Riverhead, and Selden, New York.",Information Unavailable,Information Unavailable
Sullivan County Community College,"112 College Road, Loch Sheldrake, New York 12759-5151",https://www.sunysullivan.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Public",-
Swedish Institute a College of Health Sciences,"226 West 26th Street, New York, New York 10001-6700",www.swedishinstitute.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Private for-profit",-
Syracuse University,"Syracuse, NY",https://www.collegexpress.com/college/syracuse-university/1100182/details/,"$54,270",68%,Information Unavailable,"Syracuse University, founded in 1870, is a private, coeducational institution. Its 708-acre campus is located in Syracuse.  The University's original colors were pink and pea green. Orange became the official color in 1890.","4-year, Private not-for-profit",-
Talmudical Institute of Upstate New York,"769 Park Ave, Rochester, New York 14618-3046",https://www.tiuny.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Talmudical Seminary Oholei Torah,"667 Eastern Pky, Brooklyn, New York 11213",www.tsot.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Talmudical Seminary of Bobov,"5120 New Utrecht Ave, Brooklyn, New York 11219",www.independentrabbinicalcolleges.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Teachers College at Columbia University,"525 W 120th St, New York, New York 10027",www.tc.columbia.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
The Ailey School,"405 W 55th Street, New York, New York 10019-4402",www.theaileyschool.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Private not-for-profit",-
"The City College of New York, CUNY","New York, NY",https://www.collegexpress.com/college/the-city-college-of-new-york-cuny/2100313/details/,"$6,930",50%,10:1,"Founded in 1847 as the Free Academy, the City College of New York is a public institution and the first of City University of New York schools. Programs are offered through the College of Liberal Arts and Science and the Schools of Architecture, Education, and Engineering, and the Division of the Arts. Its 35-acre campus of Gothic and modern architecture is located in New York's St. Nicholas Heights section.",Information Unavailable,Information Unavailable
The College of Saint Rose,"Albany, NY",https://www.collegexpress.com/college/the-college-of-saint-rose/1100072/details/,"$33,152",81%,14:1,"The College of Saint Rose, founded in 1920, is a private, independent, coeducational institution of higher education offering more than 100 bachelor's, master's, and certificate degree programs. The College serves undergraduate and graduate students, working professionals, international students, and more. Its 49-acre campus is located in Albany, New York.","4-year, Private not-for-profit",-
"The College of Staten Island, CUNY","Staten Island, NY",https://www.collegexpress.com/college/the-college-of-staten-island-cuny/2100312/details/,"$6,930",Information Unavailable,19:1,"Formed in 1976 through the merger of Staten Island Community College and Richmond College, The College of Staten Island is a public liberal arts college. Its 204-acre campus is located in Staten Island, a borough of New York City.",Information Unavailable,Information Unavailable
The College of Westchester,"White Plains, NY",https://www.collegexpress.com/college/the-college-of-westchester/3101096/details/,"$21,060",88%,Information Unavailable,"The College of Westchester, founded in 1915, is a coeducation, private college providing students with an education in diverse community and preparing them for professional careers. It's campus is located in White Plains, New York.","4-year, primarily associate's, Private for-profit",-
The Cooper Union for the Advancement of Science and Art,"New York, NY",https://www.collegexpress.com/college/the-cooper-union-for-the-advancement-of-science-and-art/1100301/details/,"$44,550",17%,6:1,"The Cooper Union for the Advancement of Science and Art, founded in 1859, is a private, multipurpose institution located in lower Manhattan.","4-year, Private not-for-profit",-
The Culinary Institute of America at Hyde Park,"Hyde Park, NY",https://www.collegexpress.com/college/the-culinary-institute-of-america-at-hyde-park/3000320/details/,"$32,000",96%,18:1,"The Culinary Institute of America (CIA), founded in 1946, is an independent, non-profit, specialized college. Its 172-acre main campus is located in New York (Hyde Park).",Information Unavailable,Information Unavailable
The Juilliard School,"60 Lincoln Center Plaza, New York, New York 10023-6588",www.juilliard.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
The King's College,"New York, NY",https://www.collegexpress.com/college/the-kings-college/3000468/details/,"$37,000",39%,Information Unavailable,"The King's College, founded in 1938 and reorganized in 1999, is a private Christian college. Its campus is located in New York.",Information Unavailable,Information Unavailable
The New School,"New York, New York 10011",https://www.newschool.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
The New School Center for Media,"Albany, NY",https://www.collegexpress.com/college/the-new-school-center-for-media/3101053/details/,Information Unavailable,Information Unavailable,Information Unavailable,"The New School Center for Media (formerly The New School of Radio and Television), is a private, specialized institution. Its campus is located in Albany.",Information Unavailable,Information Unavailable
The New School College of Performing Arts,"New York, NY",https://www.collegexpress.com/college/the-new-school-college-of-performing-arts/5003739/details/,"$48,760",49%,7:1,"The New School College of Performing Arts is a private coeducational institution that consists of three schools: the Mannes School of Music, the School of Drama, and the School of Jazz & Contemporary Music. Its campus is located in New York City.",Information Unavailable,Information Unavailable
The New School for Public Engagement,"New York, NY",https://www.collegexpress.com/college/the-new-school-for-public-engagement/4000869/details/,"$31,742",Information Unavailable,Information Unavailable,"The New School for Public Engagement, founded in 1919, is a private, coeducational institution. Its campus is located in New York.",Information Unavailable,Information Unavailable
The New York Conservatory for Dramatic Arts School of Film and Television,"New York, NY",https://www.collegexpress.com/college/the-new-york-conservatory-for-dramatic-arts-school-of-film-and-television/3303885/details/,"$33,900",95%,Information Unavailable,"The New York Conservatory for Dramatic Arts is an institutionally accredited member of The National Association of Schools of Theatre (NAST), located in the heart of New York City.",Information Unavailable,Information Unavailable
The Rockefeller University,"1230 York Avenue, New York, New York 10065-6399",www.rockefeller.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
The Salon Professional Academy-Tonawanda,"2309 Eggert Rd, Tonawanda, New York 14150",www.tspabuffalo.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Private for-profit",Aesthetician/Esthetician and Skin Care Specialist
The State University of New York Recruitment Response Center,"Albany, NY",https://www.collegexpress.com/college/the-state-university-of-new-york-recruitment-response-center/5006301/details/,Information Unavailable,Information Unavailable,Information Unavailable,"The State University of New York, SUNY for short, university system is home to 64 colleges across the state of New York. It's university system administration building is located in Albany.",Information Unavailable,Information Unavailable
Tompkins Cortland Community College,"Dryden, NY",https://www.collegexpress.com/college/tompkins-cortland-community-college/3300969/details/,"$5,355",Information Unavailable,Information Unavailable,"Founded in 1968, Tompkins Cortland Community College is a public two-year liberal arts institution. Its 220-acre campus is located in Dryden, NY.","2-year, Public",-
Torah Temimah Talmudical Seminary,"3323 Richmond Ave, Staten Island, New York 10312",https://torahtemimahtalmudicalseminary.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Touro College,"New York, NY",https://www.collegexpress.com/college/touro-college/1100199/details/,"$19,950",75%,13:1,"Touro College in New York, founded in 1971, is a private college part of the Touro College and University System, the largest not-for-profit independent institution of higher and professional education under Jewish auspices in the country. Its urban campus is located in downtown Manhattan.",Information Unavailable,Information Unavailable
Touro University,"50 West 47th Street, New York, New York 10036",https://www.touro.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Transitions Career Institute School of Nursing,"30-50 Whitestone Expressway STE 400, Flushing, New York 11354-1964",tcilpn.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Private for-profit",Licensed Practical/Vocational Nurse Training
Trocaire College,"Buffalo, NY",https://www.collegexpress.com/college/trocaire-college/3301636/details/,"$17,980",53%,Information Unavailable,"Trocaire College, founded in 1958, is a private, two-year, coeducational institution. Its campus is located in Buffalo, New York.","4-year, primarily associate's, Private not-for-profit",-
Ulster County Community College,"491 Cottekill Rd, Stone Ridge, New York 12484",https://www.sunyulster.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Public",-
Union College,"Schenectady, NY",https://www.collegexpress.com/college/union-college/1100211/details/,"$58,956",41%,10:1,"Union College, founded in 1795 and the first college chartered by the New York State Board of Regents, offers programs in the liberal arts and engineering. Union's curriculum emphasizes collaboration with students and faculty through small classes and undergraduate research, an international experience in all disciplines and learning through service to the campus and community.  Located in the city of Schenectady, Union's campus is three hours from New York City and Boston.","4-year, Private not-for-profit",-
Union Theological Seminary in the City of New York,"3041 Broadway, New York, New York 10027-5792",utsnyc.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
United States Merchant Marine Academy,"Kings Point, NY",https://www.collegexpress.com/college/united-states-merchant-marine-academy/1100218/details/,Information Unavailable,24%,12:1,"The U.S. Merchant Marine Academy is a federal academy. Founded in 1943, it adopted coeducation in 1974. Its 80-acre campus is located in Kings Point, on the north shore of Long Island, 20 miles east of mid-town New York City.","4-year, Public",-
United States Military Academy,"West Point, NY",https://www.collegexpress.com/college/united-states-military-academy/1100219/details/,Information Unavailable,8%,7:1,"Founded in 1802, United States Military Academy is a fully funded four year college specifically charge with educating, training, and inspiring young men and women for service as commissioned officers in the US Army.  West Point is a picturesque 16,080-acre campus along the Hudson River in Orange County, New York.","4-year, Public",-
United Talmudical Seminary,"191 Rodney St., Brooklyn, New York 11211",utsny.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
University at Albany,"Albany, NY",https://www.collegexpress.com/college/university-at-albany/1100128/details/,"$7,070",57%,18:1,"Founded in 1844, University at Albany is a public comprehensive research institution in the Capital Region of New York. Its 560-acre Uptown Campus is located in Albany.","4-year, Public",-
University at Buffalo,"Buffalo, NY",https://www.collegexpress.com/college/university-at-buffalo/1100132/details/,"$7,070",66%,15:1,"SUNY University at Buffalo, founded in 1846, is a public, coeducational institution. Its 1,350-acre campus is located in Buffalo, New York.","4-year, Public",-
University of Mount Saint Vincent,"6301 Riverdale Avenue, Bronx, New York 10471-1093",www.mountsaintvincent.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
University of Rochester,"Rochester, NY",https://www.collegexpress.com/college/university-of-rochester/1100166/details/,"$57,188",35%,Information Unavailable,"The University of Rochester, founded in 1850, is a private, coeducational research university. Its 655-acre campus is located in Rochester, NY.","4-year, Private not-for-profit",-
Upstate Medical University,"750 E Adams St, Syracuse, New York 13210",www.upstate.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Public",-
Uta Mesivta of Kiryas Joel,"48 Bakertown Rd Suite 501, Monroe, New York 10950",utam.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Utica College,"Utica, NY",https://www.collegexpress.com/college/utica-college/1100228/details/,"$21,560",86%,11:1,"Utica College, founded in 1946, is a comprehensive, independent, private institution. Its 128-acre campus is located in Utica, 50 miles from Syracuse.",Information Unavailable,Information Unavailable
Utica University,"1600 Burrstone Rd, Utica, New York 13502-4892",https://www.utica.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Vassar College,"Poughkeepsie, NY",https://www.collegexpress.com/college/vassar-college/1100230/details/,"$60,030",24%,8:1,"Vassar College is a private, liberal arts college. Founded for women in 1861, it adopted coeducation in 1969. Its 1,000-acre campus is located on the outskirts of Poughkeepsie, 75 miles north of New York City. It includes a range of architecture from Gothic to modernist.","4-year, Private not-for-profit",-
Vaughn College of Aeronautics and Technology,"Flushing, NY",https://www.collegexpress.com/college/vaughn-college-of-aeronautics-and-technology/3000061/details/,"$25,300",Information Unavailable,16:1,"Vaughn College of Aeronautics and Technology, founded in 1932, is a private, coeducational, four-year, specialized institution. Its campus is located in Flushing, New York.","4-year, primarily associate's, Private not-for-profit",-
Veeb Nassau County School of Practical Nursing,"30 East Cherry Street, Hicksville, New York 11801-4302",www.veebpnprogram.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Public",-
Villa Maria College,"Buffalo, NY",https://www.collegexpress.com/college/villa-maria-college/3301637/details/,"$24,000",78%,8:1,"Villa Maria College is a private, co-educational institution of higher education offering both associate and bachelor's degrees, emphasizing programs in the applied arts and music while offering and maintaining quality programs in other educational disciplines.  The college was established in 1961 and is located in the town of Cheektowaga, which borders the eastern edge of the city of Buffalo, NY.","4-year, Private not-for-profit",-
Wagner College,"Staten Island, NY",https://www.collegexpress.com/college/wagner-college/1100246/details/,"$48,010",70%,12:1,"Founded in 1883, Wagner College is a four-year liberal arts college. Its 110-acre campus is located on Staten Island.","4-year, Private not-for-profit",-
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,"1051 Dix Ave, Hudson Falls, New York 12839",www.wswheboces.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Public",Licensed Practical/Vocational Nurse Training
Wayne Finger Lakes BOCES-Practical Nursing Program,"131 Drumlin Ct, Newark, New York 14513-1863",https://www.wflboces.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Public",Licensed Practical/Vocational Nurse Training
Webb Institute,"Glen Cove, NY",https://www.collegexpress.com/college/webb-institute/1100251/details/,"$52,420",21%,9:1,"Webb Institute is a private institute of naval architecture and marine engineering. Founded in 1889, it adopted coeducation in 1974. Its 26-acre campus is located in Glen Cove, on the north shore of Long Island, 22 miles from New York City.","4-year, Private not-for-profit",-
Weill Medical College of Cornell University,"1300 York Avenue, New York, New York 10065",https://weill.cornell.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Wells College,"Aurora, NY",https://www.collegexpress.com/college/wells-college/1100258/details/,"$30,300",64%,9:1,"Wells College, founded in 1868, is a private, coeducational, liberal arts college. Its 365-acre campus is located in Aurora, New York on the eastern shore of stunning Cayuga Lake.","4-year, Private not-for-profit",-
Westchester Community College,"Valhalla, NY",https://www.collegexpress.com/college/westchester-community-college/3301002/details/,"$4,580",Information Unavailable,Information Unavailable,"Westchester Community College, founded in 1946 is a public two year college. Its 218-acre campus is located in Valhalla, Westchester County in New York State.",Information Unavailable,Information Unavailable
Westchester School for Medical & Dental Assistants,"1053 Saw Mill River Road, Ardsley, New York 10502",www.wsmda.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Private for-profit",Medical/Clinical Assistant
Westchester School of Beauty Culture,"Six Gramatan Avenue    Suite 200, Mount Vernon, New York 10550-2295",westchesterschoolofbeautycultureny.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"< 2-year, Private for-profit","Cosmetology/Cosmetologist, General"
Western Suffolk BOCES,"152 Laurel Hill Rd, Northport, New York 11768",www.wilsontech.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Public",Diagnostic Medical Sonography/Sonographer and Ultrasound Technician
Wilson Technological Center,"Dix Hills, NY",https://www.collegexpress.com/college/wilson-technological-center/3302613/details/,Information Unavailable,Information Unavailable,Information Unavailable,"Wilson Technological Center, a division of Western Suffolk BOCES, is a public, coeducational, technical/professional institution. Its campus is located in Dix Hills, New York.",Information Unavailable,Information Unavailable
Word of Life Bible Institute,"4230 Glendale Road, Pottersville, New York 12860-0129",www.wordoflife.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"2-year, Private not-for-profit",-
Yeshiva D'monsey Rabbinical College,"2 Roman Blvd, Monsey, New York 10952",https://yeshivadmonsey.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Derech Chaim,"1573 39th Street, Brooklyn, New York 11218-0000",https://ydc.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Gedolah Imrei Yosef D'spinka,"1466 56th St, Brooklyn, New York 11219",spinka58st.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Gedolah Kesser Torah,"50 Cedar Lane, Monsey, New York 10952-2127",https://yeshivagedolahkessertorah.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Karlin Stolin,"1818 54th St, Brooklyn, New York 11204-1545",https://yeshivakarlinstolin.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Kollel Tifereth Elizer,"1227 47th Street, Brooklyn, New York 11219",https://www.yeshivakolleltiferethelizer.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Ohr Naftoli,"701 Blooming Grove Turnpike, New Windsor, New York 12553-8006",https://www.yeshivaohrnaftoli.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, primarily associate's, Private not-for-profit",-
Yeshiva Ohr Yisrael,"2899 Nostrand Avenue, Brooklyn, New York 11229-1817",www.yoy.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Shaar Ephraim,"178 Maple Avenue, Monsey, New York 10952-2732",shaarephraim.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, primarily associate's, Private not-for-profit",-
Yeshiva Shaarei Torah of Rockland,"91 W Carlton Rd, Suffern, New York 10901-4003",www.yst.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Sholom Shachna,"401 Elmwood Avenue, Brooklyn, New York 11230",https://yeshivasholomshachna.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva University,"New York, NY",https://www.collegexpress.com/college/yeshiva-university/1100308/details/,"$43,575",67%,7:1,"Yeshiva University, founded in 1886, is a private, comprehensive university. Its facilities are located at three centers in Manhattan and one in the Bronx.","4-year, Private not-for-profit",-
Yeshiva Yesoda Hatorah Vetz Chaim," , Brooklyn, New York 11211-7106",yeshivayh.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva Zichron Aryeh,"1213 Bay 25th Street, Far Rockaway, New York 11691-0000",https://yeshivazichronaryeh.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,"802 Hicksville Rd, Far Rockaway, New York 11691-5219",https://www.yofr.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva of Kasho,"590 Smith Street, Brooklyn, New York 11231-3819",https://yokny.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva of Machzikai Hadas,"1301 47th Street, Brooklyn, New York 11219-1408",https://yeshivaofmachzikaihadas.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva of Nitra Rabbinical College,"1425 Route 17 M, Chester, New York 10918",yeshivaofnitra.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshiva of Ocean,"7120 Highway 52, Greenfield Park, New York 12435-5308",yeshivaofocean.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, primarily associate's, Private not-for-profit",-
Yeshiva of the Telshe Alumni,"4904 Independence Ave, Riverdale, New York 10471-2897",https://yeshivatelshealumni.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshivas Novominsk,"1690 60th Street, Brooklyn, New York 11204-2138",https://yeshivasnovominsk.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, primarily associate's, Private not-for-profit",-
Yeshivas Sanz Klauzenburg,"1420 50th Street, Brooklyn, New York 11219-3631",https://yeshivasanzk.org/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshivat Hechal Shemuel,"1719 Avenue P, Brooklyn, New York 11229-0000",hechalshemuel.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, primarily associate's, Private not-for-profit",-
Yeshivath Shaar Hatorah,"117-06 84 Ave, Kew Gardens, New York 11418",shaarhatorah.edu/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshivath Viznitz,"15 Elyon Road, Monsey, New York 10952",https://yeshivathviznitz.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, Private not-for-profit",-
Yeshivath Zichron Moshe,"84 Zichron Moshe Way, South Fallsburg, New York 12779",https://yeshivathzichronmoshe.com/,Information Unavailable,Information Unavailable,Information Unavailable,Information Unavailable,"4-year, primarily associate's, Private not-for-profit",-
"York College, CUNY","Jamaica, NY",https://www.collegexpress.com/college/york-college-cuny/1100520/details/,"$6,930",52%,18:1,"Founded in 1966, York College is a public institution offering liberal arts and career education and is a member of the City University of New York school system. Its 50-acre campus is located in Jamaica.",Information Unavailable,Information Unavailable
